target_VA,VCO2,C_rs,R_aw,L_ETT,L_TRACH,dL_device,window_Cmax_low,window_Cmax_high,window_width,overlaps_observed_MIP
8.63,411,0.0240366972477064,10,19.9815072222001,18.2428518659003,1.73865535629986,51.3883151152121,56.2859358371835,4.89762072197144,1
8.63,411,0.0244036697247706,10,19.8015053727929,18.0667600779061,1.73474529488678,50.8922819095947,55.7788883740645,4.88660646446981,1
8.63,411,0.0247706422018349,10,19.6268369115163,17.8958858243711,1.7309510871452,50.4109459841438,55.2868645394824,4.8759185553386,1
8.63,411,0.0251376146788991,10,19.457268259328,17.7300006001363,1.7272676591917,49.9436636623557,54.8092063643042,4.86554270194845,1
8.63,411,0.0255045871559633,10,19.292579280584,17.568889051419,1.72369022916493,49.4898283138565,54.3452937481239,4.8554654342674,1
8.63,411,0.0258715596330275,10,19.1325623296057,17.412348043091,1.72021428651479,49.0488677270168,53.8945417735373,4.84567404652052,1
8.63,411,0.0262385321100917,10,18.9770213772563,17.2601858042266,1.71683557302969,48.6202417020467,53.4563982457923,4.83615654374561,1
8.63,411,0.026605504587156,10,18.8257712097992,17.1122211443654,1.71355006543384,48.2034398432828,53.0303414360541,4.82690159277138,1
8.63,411,0.0269724770642202,10,18.6786366931573,16.9682827337521,1.71035395940522,47.797979531696,52.6158780088938,4.8178984771978,1
8.63,411,0.0273394495412844,10,18.5354520964253,16.8282084415445,1.70724365488072,47.4034040606888,52.2125411166909,4.80913705600204,1
8.63,411,0.0277064220183486,10,18.3960604691431,16.691844726614,1.70421574252906,47.0192809200394,51.8198886454734,4.80060772543398,1
8.63,411,0.0280733944954128,10,18.2603130674107,16.5590460761261,1.70126699128464,46.6452002144397,51.43750159834,4.7923013839004,1
8.63,411,0.0284403669724771,10,18.1280688244328,16.4296744875862,1.69839433684652,46.2807732044683,51.0649826040359,4.78420939956766,1
8.63,411,0.0288073394495413,10,17.9991938615307,16.3035989904742,1.6955948710565,45.9256309590822,50.701954539523,4.77632358044085,1
8.63,411,0.0291743119266055,10,17.8735610360601,16.1806952039813,1.69286583207882,45.5794231098064,50.3480592565073,4.76863614670091,1
8.63,411,0.0295412844036697,10,17.7510495230236,16.0608449277118,1.69020459531176,45.2418166977797,50.0029564028833,4.76113970510355,1
8.63,411,0.0299082568807339,10,17.6315444274849,15.9439357625164,1.68760866496842,44.9124951056801,49.6663223309432,4.75382722526316,1
8.63,411,0.0302752293577982,10,17.5149364251713,15.8298607589015,1.68507566626978,44.5911570673283,49.3378490849897,4.74669201766136,1
8.63,411,0.0306422018348624,10,17.4011214289012,15.7185180907026,1.68260333819865,44.277515748458,49.0172434616936,4.73972771323564,1
8.63,411,0.0310091743119266,10,17.2900002786967,15.6098107519285,1.68018952676826,43.9712978927562,48.7042261371739,4.73292824441762,1
8.63,411,0.0313761467889908,10,17.1814784536432,15.50364627488,1.67783217876313,43.6722430278311,48.3985308553329,4.72628782750179,1
8.63,411,0.031743119266055,10,17.0754658037354,15.3999364678212,1.67552933591421,43.3801027262569,48.0999036724941,4.71980094623721,1
8.63,411,0.0321100917431193,10,16.9718763001112,15.298597170638,1.67327912947325,43.09463991729,47.8081022538344,4.71346233654435,1
8.63,411,0.0324770642201835,10,16.8706278022186,15.1995480270634,1.67107977515525,42.815628245249,47.5228952175173,4.70726697226832,1
